"Code","French","English"
"SECTION N","ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES"
"77","Activités de location et location-bail","Rental and leasing activities"
"77.1","Location et location-bail de véhicules automobiles","Renting and leasing of motor vehicles"
"77.11","Location et location-bail de voitures et de véhicules automobiles légers","Renting and leasing of cars and light motor vehicles"
"77.11A","Location de courte durée de voitures et de véhicules automobiles légers","Short term renting of cars and light motor vehicles"
"77.11B","Location de longue durée de voitures et de véhicules automobiles légers","Long term renting of cars and light motor vehicles"
"77.12","Location et location-bail de camions","Renting and leasing of trucks"
"77.12Z","Location et location-bail de camions","Renting and leasing of trucks"
"77.2","Location et location-bail de biens personnels et domestiques","Renting and leasing of personal and household goods"
"77.21","Location et location-bail d'articles de loisirs et de sport","Renting and leasing of recreational and sports goods"
"77.21Z","Location et location-bail d'articles de loisirs et de sport","Renting and leasing of recreational and sports goods"
"77.22","Location de vidéocassettes et disques vidéo","Renting of video tapes and disks"
"77.22Z","Location de vidéocassettes et disques vidéo","Renting of video tapes and disks"
"77.29","Location et location-bail d'autres biens personnels et domestiques","Renting and leasing of other personal and household goods"
"77.29Z","Location et location-bail d'autres biens personnels et domestiques","Renting and leasing of other personal and household goods"
"77.3","Location et location-bail d'autres machines, équipements et biens","Renting and leasing of other machinery, equipment and tangible goods"
"77.31","Location et location-bail de machines et équipements agricoles","Renting and leasing of agricultural machinery and equipment"
"77.31Z","Location et location-bail de machines et équipements agricoles","Renting and leasing of agricultural machinery and equipment"
"77.32","Location et location-bail de machines et équipements pour la construction","Renting and leasing of construction and civil engineering machinery and equipment"
"77.32Z","Location et location-bail de machines et équipements pour la construction","Renting and leasing of construction and civil engineering machinery and equipment"
"77.33","Location et location-bail de machines de bureau et de matériel informatique","Renting and leasing of office machinery and equipment (including computers)"
"77.33Z","Location et location-bail de machines de bureau et de matériel informatique","Renting and leasing of office machinery and equipment (including computers)"
"77.34","Location et location-bail de matériels de transport par eau","Renting and leasing of water transport equipment"
"77.34Z","Location et location-bail de matériels de transport par eau","Renting and leasing of water transport equipment"
"77.35","Location et location-bail de matériels de transport aérien","Renting and leasing of air transport equipment"
"77.35Z","Location et location-bail de matériels de transport aérien","Renting and leasing of air transport equipment"
"77.39","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"77.39Z","Location et location-bail d'autres machines, équipements et biens matériels n.c.a.","Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"77.4","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Leasing of intellectual property and similar products, except copyrighted works"
"77.40","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Leasing of intellectual property and similar products, except copyrighted works"
"77.40Z","Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","Leasing of intellectual property and similar products, except copyrighted works"
"78","Activités liées à l'emploi","Employment activities"
"78.1","Activités des agences de placement de main-d'œuvre","Activities of employment placement agencies"
"78.10","Activités des agences de placement de main-d'œuvre","Activities of employment placement agencies"
"78.10Z","Activités des agences de placement de main-d'œuvre","Activities of employment placement agencies"
"78.2","Activités des agences de travail temporaire","Temporary employment agency activities"
"78.20","Activités des agences de travail temporaire","Temporary employment agency activities"
"78.20Z","Activités des agences de travail temporaire","Temporary employment agency activities"
"78.3","Autre mise à disposition de ressources humaines","Other human resources provision"
"78.30","Autre mise à disposition de ressources humaines","Other human resources provision"
"78.30Z","Autre mise à disposition de ressources humaines","Other human resources provision"
"79","Activités des agences de voyage, voyagistes, services de réservation et activités connexes","Travel agency, tour operator and other reservation service and related activities"
"79.1","Activités des agences de voyage et voyagistes","Travel agency and tour operator activities"
"79.11","Activités des agences de voyage","Travel agency activities"
"79.11Z","Activités des agences de voyage","Travel agency activities"
"79.12","Activités des voyagistes","Tour operator activities"
"79.12Z","Activités des voyagistes","Tour operator activities"
"79.9","Autres services de réservation et activités connexes","Other reservation service and related activities"
"79.90","Autres services de réservation et activités connexes","Other reservation service and related activities"
"79.90Z","Autres services de réservation et activités connexes","Other reservation service and related activities"
"80","Enquêtes et sécurité","Security and investigation activities"
"80.1","Activités de sécurité privée","Private security activities"
"80.10","Activités de sécurité privée","Private security activities"
"80.10Z","Activités de sécurité privée","Private security activities"
"80.2","Activités liées aux systèmes de sécurité","Security systems service activities"
"80.20","Activités liées aux systèmes de sécurité","Security systems service activities"
"80.20Z","Activités liées aux systèmes de sécurité","Security systems service activities"
"80.3","Activités d'enquête","Investigation activities"
"80.30","Activités d'enquête","Investigation activities"
"80.30Z","Activités d'enquête","Investigation activities"
"81","Services relatifs aux bâtiments et aménagement paysager","Services to buildings and landscape activities"
"81.1","Activités combinées de soutien lié aux bâtiments","Combined facilities support activities"
"81.10","Activités combinées de soutien lié aux bâtiments","Combined facilities support activities"
"81.10Z","Activités combinées de soutien lié aux bâtiments","Combined facilities support activities"
"81.2","Activités de nettoyage","Cleaning activities"
"81.21","Nettoyage courant des bâtiments","General cleaning of buildings"
"81.21Z","Nettoyage courant des bâtiments","General cleaning of buildings"
"81.22","Autres activités de nettoyage des bâtiments et nettoyage industriel","Other building and industrial cleaning activities"
"81.22Z","Autres activités de nettoyage des bâtiments et nettoyage industriel","Other building and industrial cleaning activities"
"81.29","Autres activités de nettoyage","Other cleaning activities"
"81.29A","Désinfection, désinsectisation, dératisation","Desinfection, insect and rat extermination"
"81.29B","Autres activités de nettoyage n.c.a.","Other cleaning activities n.e.c."
"81.3","Services d'aménagement paysager","Landscape service activities"
"81.30","Services d'aménagement paysager","Landscape service activities"
"81.30Z","Services d'aménagement paysager","Landscape service activities"
"82","Activités administratives et autres activités de soutien aux entreprises","Office administrative, office support and other business support activities"
"82.1","Activités administratives","Office administrative and support activities"
"82.11","Services administratifs combinés de bureau","Combined office administrative service activities"
"82.11Z","Services administratifs combinés de bureau","Combined office administrative service activities"
"82.19","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopying, document preparation and other specialised office support activities"
"82.19Z","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopying, document preparation and other specialised office support activities"
"82.2","Activités de centres d'appels","Activities of call centres"
"82.20","Activités de centres d'appels","Activities of call centres"
"82.20Z","Activités de centres d'appels","Activities of call centres"
"82.3","Organisation de salons professionnels et congrès","Organisation of conventions and trade shows"
"82.30","Organisation de salons professionnels et congrès","Organisation of conventions and trade shows"
"82.30Z","Organisation de foires, salons professionnels et congrès","Organisation of trade fairs, trade shows and conventions"
"82.9","Activités de soutien aux entreprises n.c.a.","Business support service activities n.e.c."
"82.91","Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle","Activities of collection agencies and credit bureaus"
"82.91Z","Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle","Activities of collection agencies and credit bureaus"
"82.92","Activités de conditionnement","Packaging activities"
"82.92Z","Activités de conditionnement","Packaging activities"
"82.99","Autres activités de soutien aux entreprises n.c.a.","Other business support service activities n.e.c."
"82.99Z","Autres activités de soutien aux entreprises n.c.a.","Other business support service activities n.e.c."
"SECTION O","ADMINISTRATION PUBLIQUE","PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY"
"84","Administration publique et défense ; sécurité sociale obligatoire","Public administration and defence; compulsory social security"
"84.1","Administration générale, économique et sociale","Administration of the State and the economic and social policy of the community"
"84.11","Administration publique générale","General public administration activities"
"84.11Z","Administration publique générale","General public administration activities"
"84.12","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
"84.12Z","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale","Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
"84.13","Administration publique (tutelle) des activités économiques","Regulation of and contribution to more efficient operation of businesses"
"84.13Z","Administration publique (tutelle) des activités économiques","Regulation of and contribution to more efficient operation of businesses"
"84.2","Services de prérogative publique","Provision of services to the community as a whole"
"84.21","Affaires étrangères","Foreign affairs"
"84.21Z","Affaires étrangères","Foreign affairs"
"84.22","Défense","Defence activities"
"84.22Z","Défense","Defence activities"
"84.23","Justice","Justice and judicial activities"
"84.23Z","Justice","Justice and judicial activities"
"84.24","Activités d'ordre public et de sécurité","Public order and safety activities"
"84.24Z","Activités d'ordre public et de sécurité","Public order and safety activities"
"84.25","Services du feu et de secours","Fire service activities"
"84.25Z","Services du feu et de secours","Fire service activities"
"84.3","Sécurité sociale obligatoire","Compulsory social security activities"
"84.30","Sécurité sociale obligatoire","Compulsory social security activities"
"84.30A","Activités générales de sécurité sociale","Social security general activities"
"84.30B","Gestion des retraites complémentaires","Management of supplementary pensions"
"84.30C","Distribution sociale de revenus","Social distribution of incomes"
"SECTION P","ENSEIGNEMENT","EDUCATION"
"85","Enseignement","Education"
"85.1","Enseignement pré-primaire","Pre-primary education"
"85.10","Enseignement pré-primaire","Pre-primary education"
"85.10Z","Enseignement pré-primaire","Pre-primary education"
"85.2","Enseignement primaire","Primary education"
"85.20","Enseignement primaire","Primary education"
"85.20Z","Enseignement primaire","Primary education"
"85.3","Enseignement secondaire","Secondary education"
"85.31","Enseignement secondaire général","General secondary education"
"85.31Z","Enseignement secondaire général","General secondary education"
"85.32","Enseignement secondaire technique ou professionnel","Technical and vocational secondary education"
"85.32Z","Enseignement secondaire technique ou professionnel","Technical and vocational secondary education"
"85.4","Enseignement supérieur et post-secondaire non supérieur","Higher education"
"85.41","Enseignement post-secondaire non supérieur","Post-secondary non-tertiary education"
"85.41Z","Enseignement post-secondaire non supérieur","Post-secondary non-tertiary education"
"85.42","Enseignement supérieur","Tertiary education"
"85.42Z","Enseignement supérieur","Tertiary education"
"85.5","Autres activités d'enseignement","Other education"
"85.51","Enseignement de disciplines sportives et d'activités de loisirs","Sports and recreation education"
"85.51Z","Enseignement de disciplines sportives et d'activités de loisirs","Sports and recreation education"
"85.52","Enseignement culturel","Cultural education"
"85.52Z","Enseignement culturel","Cultural education"
"85.53","Enseignement de la conduite","Driving school activities"
"85.53Z","Enseignement de la conduite","Driving school activities"
"85.59","Enseignements divers","Other education n.e.c."
"85.59A","Formation continue d'adultes","Continuing education for adults"
"85.59B","Autres enseignements","Sundry education"
"85.6","Activités de soutien à l'enseignement","Educational support activities"
"85.60","Activités de soutien à l'enseignement","Educational support activities"
"85.60Z","Activités de soutien à l'enseignement","Educational support activities"
"SECTION Q","SANTÉ HUMAINE ET ACTION SOCIALE","HUMAN HEALTH AND SOCIAL WORK ACTIVITIES"
"86","Activités pour la santé humaine","Human health activities"
"86.1","Activités hospitalières","Hospital activities"
"86.10","Activités hospitalières","Hospital activities"
"86.10Z","Activités hospitalières","Hospital activities"
"86.2","Activité des médecins et des dentistes","Medical and dental practice activities"
"86.21","Activité des médecins généralistes","General medical practice activities"
"86.21Z","Activité des médecins généralistes","General medical practice activities"
"86.22","Activité des médecins spécialistes","Specialist medical practice activities"
"86.22A","Activités de radiodiagnostic et de radiothérapie","X-ray diagnosis and radiotherapy activities"
"86.22B","Activités chirurgicales","Surgery activities"
"86.22C","Autres activités des médecins spécialistes","Other specialist medical practice activities"
"86.23","Pratique dentaire","Dental practice activities"
"86.23Z","Pratique dentaire","Dental practice activities"
"86.9","Autres activités pour la santé humaine","Other human health activities"
"86.90","Autres activités pour la santé humaine","Other human health activities"
"86.90A","Ambulances","Ambulances"
"86.90B","Laboratoires d'analyses médicales","Medical analysis laboratory"
"86.90C","Centres de collecte et banques d'organes","Collection centers and organ banks"
"86.90D","Activités des infirmiers et des sages-femmes","Activities of nurses and midwives"
"86.90E","Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues","Activities of professionnals in re-education, prosthesis or health devices and chiropodists"
"86.90F","Activités de santé humaine non classées ailleurs","Human health activities n.e.c."
"87","Hébergement médico-social et social","Residential care activities"
"87.1","Hébergement médicalisé","Residential nursing care activities"
"87.10","Hébergement médicalisé","Residential nursing care activities"
"87.10A","Hébergement médicalisé pour personnes âgées","Residential nursing care activities for the elderly"
"87.10B","Hébergement médicalisé pour enfants handicapés","Residential nursing care activities for disabled children"
"87.10C","Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé"
"Residential nursing care activities for disabled adults and other residential nursing care"
"87.2","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes","Residential care activities for mental retardation, mental health and substance abuse"
"87.20","Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes","Residential care activities for mental retardation, mental health and substance abuse"
"87.20A","Hébergement social pour handicapés mentaux et malades mentaux","Residential care activities for mental retardation and mental health"
"87.20B","Hébergement social pour toxicomanes","Residential care activities for substance abuse"
"87.3","Hébergement social pour personnes âgées ou handicapées physiques","Residential care activities for the elderly and disabled"
"87.30","Hébergement social pour personnes âgées ou handicapées physiques","Residential care activities for the elderly and disabled"
"87.30A","Hébergement social pour personnes âgées","Residential care activities for the elderly"
"87.30B","Hébergement social pour handicapés  physiques","Residential care activities for the disabled"
"87.9","Autres activités d'hébergement social","Other residential care activities"
"87.90","Autres activités d'hébergement social","Other residential care activities"
"87.90A","Hébergement social pour enfants en difficultés","Residential care activities for children with difficulties"
"87.90B","Hébergement social pour adultes et familles en difficultés et autre hébergement social","Residential care activities for adults and families with difficulties and other residential care activities"
"88","Action sociale sans hébergement","Social work activities without accommodation"
"88.1","Action sociale sans hébergement pour personnes âgées et pour personnes handicapées","Social work activities without accommodation for the elderly and disabled"
"88.10","Action sociale sans hébergement pour personnes âgées et pour personnes handicapées","Social work activities without accommodation for the elderly and disabled"
"88.10A","Aide à domicile","Home helps"
"88.10B","Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées","Other welcome or guidance without accomodation for disabled adults or the elderly"
"88.10C","Aide par le travail","Assistance by work"
"88.9","Autre action sociale sans hébergement","Other social work activities without accommodation"
"88.91","Action sociale sans hébergement pour jeunes enfants","Child day-care activities"
"88.91A","Accueil de jeunes enfants","Welcome facilities for young children"
"88.91B","Accueil ou accompagnement sans hébergement d'enfants handicapés","Welcome or guidance without accomodation for disabled children"
"88.99","Autre action sociale sans hébergement n.c.a.","Other social work activities without accommodation n.e.c."
"88.99A","Autre accueil ou accompagnement sans hébergement d'enfants"
"et d'adolescents","Other welcome or guidance without accomodation for children and teenagers"
"88.99B","Action sociale sans hébergement n.c.a.","Social work activities without accommodation n.e.c."
"SECTION R","ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES","ARTS, ENTERTAINMENT AND RECREATION"
"90","Activités créatives, artistiques et de spectacle","Creative, arts and entertainment activities"
"90.0","Activités créatives, artistiques et de spectacle","Creative, arts and entertainment activities"
"90.01","Arts du spectacle vivant","Performing arts"
"90.01Z","Arts du spectacle vivant","Performing arts"
"90.02","Activités de soutien au spectacle vivant","Support activities to performing arts"
"90.02Z","Activités de soutien au spectacle vivant","Support activities to performing arts"
"90.03","Création artistique","Artistic creation"
"90.03A","Création artistique relevant des arts plastiques","Artistic creation related to fine arts"
"90.03B","Autre création artistique","Other artistic creation"
"90.04","Gestion de salles de spectacles","Operation of arts facilities"
"90.04Z","Gestion de salles de spectacles","Operation of arts facilities"
"91","Bibliothèques, archives, musées et autres activités culturelles","Libraries, archives, museums and other cultural activities"
"91.0","Bibliothèques, archives, musées et autres activités culturelles","Libraries, archives, museums and other cultural activities"
"91.01","Gestion des bibliothèques et des archives","Library and archives activities"
"91.01Z","Gestion des bibliothèques et des archives","Library and archives activities"
"91.02","Gestion des musées","Museums activities"
"91.02Z","Gestion des musées","Museums activities"
"91.03","Gestion des sites et monuments historiques et des attractions touristiques similaires","Operation of historical sites and buildings and similar visitor attractions"
"91.03Z","Gestion des sites et monuments historiques et des attractions touristiques similaires","Operation of historical sites and buildings and similar visitor attractions"
"91.04","Gestion des jardins botaniques et zoologiques et des réserves naturelles","Botanical and zoological gardens and nature reserves activities"
"91.04Z","Gestion des jardins botaniques et zoologiques et des réserves naturelles","Botanical and zoological gardens and nature reserves activities"
"92","Organisation de jeux de hasard et d'argent","Gambling and betting activities"
"92.0","Organisation de jeux de hasard et d'argent","Gambling and betting activities"
"92.00","Organisation de jeux de hasard et d'argent","Gambling and betting activities"
"92.00Z","Organisation de jeux de hasard et d'argent","Gambling and betting activities"
"93","Activités sportives, récréatives et de loisirs","Sports activities and amusement and recreation activities"
"93.1","Activités liées au sport","Sports activities"
"93.11","Gestion d'installations sportives","Operation of sports facilities"
"93.11Z","Gestion d'installations sportives","Operation of sports facilities"
"93.12","Activités de clubs de sports","Activities of sport clubs"
"93.12Z","Activités de clubs de sports","Activities of sport clubs"
"93.13","Activités des centres de culture physique","Fitness facilities"
"93.13Z","Activités des centres de culture physique","Fitness facilities"
"93.19","Autres activités liées au sport","Other sports activities"
"93.19Z","Autres activités liées au sport","Other sports activities"
"93.2","Activités récréatives et de loisirs","Amusement and recreation activities"
"93.21","Activités des parcs d'attractions et parcs à thèmes","Activities of amusement parks and theme parks"
"93.21Z","Activités des parcs d'attractions et parcs à thèmes","Activities of amusement parks and theme parks"
"93.29","Autres activités récréatives et de loisirs","Other amusement and recreation activities"
"93.29Z","Autres activités récréatives et de loisirs","Other amusement and recreation activities"
"SECTION S","AUTRES ACTIVITÉS DE SERVICES","OTHER SERVICE ACTIVITIES"
"94","Activités des organisations associatives","Activities of membership organisations"
"94.1","Activités des organisations économiques, patronales et professionnelles","Activities of business, employers and professional membership organisations"
"94.11","Activités des organisations patronales et consulaires","Activities of business and employers membership organisations"
"94.11Z","Activités des organisations patronales et consulaires","Activities of business and employers membership organisations"
"94.12","Activités des organisations professionnelles","Activities of professional membership organisations"
"94.12Z","Activités des organisations professionnelles","Activities of professional membership organisations"
"94.2","Activités des syndicats de salariés","Activities of trade unions"
"94.20","Activités des syndicats de salariés","Activities of trade unions"
"94.20Z","Activités des syndicats de salariés","Activities of trade unions"
"94.9","Activités des autres organisations associatives","Activities of other membership organisations"
"94.91","Activités des organisations religieuses","Activities of religious organisations"
"94.91Z","Activités des organisations religieuses","Activities of religious organisations"
"94.92","Activités des organisations politiques","Activities of political organisations"
"94.92Z","Activités des organisations politiques","Activities of political organisations"
"94.99","Activités des organisations associatives n.c.a.","Activities of other membership organisations n.e.c."
"94.99Z","Autres organisations fonctionnant par adhésion volontaire","Other membership organisations based on voluntary membership"
"95","Réparation d'ordinateurs et de biens personnels et domestiques","Repair of computers and personal and household goods"
"95.1","Réparation d'ordinateurs et d'équipements de communication","Repair of computers and communication equipment"
"95.11","Réparation d'ordinateurs et d'équipements périphériques","Repair of computers and peripheral equipment"
"95.11Z","Réparation d'ordinateurs et d'équipements périphériques","Repair of computers and peripheral equipment"
"95.12","Réparation d'équipements de communication","Repair of communication equipment"
"95.12Z","Réparation d'équipements de communication","Repair of communication equipment"
"95.2","Réparation de biens personnels et domestiques","Repair of personal and household goods"
"95.21","Réparation de produits électroniques grand public","Repair of consumer electronics"
"95.21Z","Réparation de produits électroniques grand public","Repair of consumer electronics"
"95.22","Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin","Repair of household appliances and home and garden equipment"
"95.22Z","Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin","Repair of household appliances and home and garden equipment"
"95.23","Réparation de chaussures et d'articles en cuir","Repair of footwear and leather goods"
"95.23Z","Réparation de chaussures et d'articles en cuir","Repair of footwear and leather goods"
"95.24","Réparation de meubles et d'équipements du foyer","Repair of furniture and home furnishings"
"95.24Z","Réparation de meubles et d'équipements du foyer","Repair of furniture and home furnishings"
"95.25","Réparation d'articles d'horlogerie et de bijouterie","Repair of watches, clocks and jewellery"
"95.25Z","Réparation d'articles d'horlogerie et de bijouterie","Repair of watches, clocks and jewellery"
"95.29","Réparation d'autres biens personnels et domestiques","Repair of other personal and household goods"
"95.29Z","Réparation d'autres biens personnels et domestiques","Repair of other personal and household goods"
"96","Autres services personnels","Other personal service activities"
"96.0","Autres services personnels","Other personal service activities"
"96.01","Blanchisserie-teinturerie","Washing and (dry-)cleaning of textile and fur products"
"96.01A","Blanchisserie-teinturerie de gros","Washing and dry cleaning general services"
"96.01B","Blanchisserie-teinturerie de détail","Washing and dry cleaning household services"
"96.02","Coiffure et soins de beauté","Hairdressing and other beauty treatment"
"96.02A","Coiffure","Hairdressing"
"96.02B","Soins de beauté","Beauty treatment"
"96.03","Services funéraires","Funeral and related activities"
"96.03Z","Services funéraires","Funeral and related activities"
"96.04","Entretien corporel","Physical well-being activities"
"96.04Z","Entretien corporel","Physical well-being activities"
"96.09","Autres services personnels n.c.a.","Other personal service activities n.e.c."
"96.09Z","Autres services personnels n.c.a.","Other personal service activities n.e.c."
"SECTION T","ACTIVITÉS DES MÉNAGES EN TANT QU'EMPLOYEURS ; ACTIVITÉS INDIFFÉRENCIÉES DES MÉNAGES EN TANT QUE PRODUCTEURS DE BIENS ET SERVICES POUR USAGE PROPRE","ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS- AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE"
"97","Activités des ménages en tant qu'employeurs de personnel domestique","Activities of households as employers of domestic personnel"
"97.0","Activités des ménages en tant qu'employeurs de personnel domestique","Activities of households as employers of domestic personnel"
"97.00","Activités des ménages en tant qu'employeurs de personnel domestique","Activities of households as employers of domestic personnel"
"97.00Z","Activités des ménages en tant qu'employeurs de personnel domestique","Activities of households as employers of domestic personnel"
"98","Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre","Undifferentiated goods- and services-producing activities of private households for own use"
"98.1","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre","Undifferentiated goods-producing activities of private households for own use"
"98.10","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre","Undifferentiated goods-producing activities of private households for own use"
"98.10Z","Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre","Undifferentiated goods-producing activities of private households for own use"
"98.2","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre","Undifferentiated service-producing activities of private households for own use"
"98.20","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre","Undifferentiated service-producing activities of private households for own use"
"98.20Z","Activités indifférenciées des ménages en tant que producteurs de services pour usage propre","Undifferentiated service-producing activities of private households for own use"
"SECTION U","ACTIVITÉS EXTRA-TERRITORIALES","ACTIVITIES OF EXTRATERRITORIAL ORGANISATIONS AND BODIES"
"99","Activités des organisations et organismes extraterritoriaux","Activities of extraterritorial organisations and bodies"
"99.0","Activités des organisations et organismes extraterritoriaux","Activities of extraterritorial organisations and bodies"
"99.00","Activités des organisations et organismes extraterritoriaux","Activities of extraterritorial organisations and bodies"
"99.00Z","Activités des organisations et organismes extraterritoriaux","Activities of extraterritorial organisations and bodies"
""
